Capture_5:205,Unnamed: 7
815,7.46734
816,10.30253
817,13.37556
818,11.64389
819,38.46161
820,9.51585
821,8.83788
822,11.8263
823,12.62554
824,14.50057
825,9.56976
826,16.47948
827,8.42009
828,12.23377
829,6.62882
830,9.72472
831,14.26649
832,14.4704
833,11.47389
834,13.65629
835,3.00416
836,9.52215
837,6.98287
838,11.95869
839,17.13923
840,9.71361
841,13.76808
842,8.64206
843,10.3936
844,12.73158
845,3.66228
846,10.13228
847,11.19554
848,10.54961
849,7.9783
850,12.11622
851,8.66233
852,7.08377
853,10.07974
854,10.00887
855,7.93195
856,12.09219
857,5.13443
858,10.80312
859,12.60971
860,11.77724
861,8.46254
862,12.49411
863,16.59041
864,5.84743
865,6.77763
866,5.84983
867,9.01181
868,8.28165
869,15.52542
870,7.84074
871,14.6765
872,11.89676
873,6.86866
874,26.64322
875,10.37842
876,10.15905
877,6.57541
878,9.37466
879,27.31228
880,5.77469
881,11.8578
882,12.6872
883,8.44824
884,9.81806
885,12.11133
886,19.53569
887,-2.55535
888,34.82025
889,20.95253
890,10.03848
891,11.75663
892,6.98229
893,6.5652
894,12.61565
895,11.00478
896,18.65305
897,9.19991
898,17.55409
899,2.73517
900,7.87856
901,11.37355
902,7.74339
903,1.50293
904,15.79917
905,12.67288
906,9.66522
907,14.62256
908,4.64585
909,12.67259
910,21.57172
911,16.08738
912,56.55538
913,8.82819
914,5.57179
915,22.55514
916,5.74255
917,11.43277
918,8.1315
919,17.92605
920,10.48913
921,8.15647
922,15.18488
923,14.38211
924,4.88282
925,12.64881
926,10.76803
927,11.85868
928,12.61304
929,5.33431
930,12.43141
931,6.56405
932,8.98477
933,8.27462
934,8.67365
935,12.59832
936,10.21267
937,28.11419
938,15.23762
939,11.6157
940,8.66258
941,9.37226
942,12.0361
943,11.85231
944,12.65393
945,8.44264
946,2.70768
947,2.86078
948,7.96651
949,19.24037
950,9.94357
951,8.10791
952,9.71592
953,11.94573
954,10.27585
955,12.76073
956,12.20961
957,15.36766
958,5.98616
959,14.24764
960,9.82384
961,17.52103
962,17.51473
963,10.65881
964,10.2527
965,14.49174
966,10.89912
967,10.9358
968,14.77153
969,13.28165
970,11.72649
971,14.89177
972,14.90603
973,9.27346
974,12.43178
975,10.77372
976,10.63869
977,19.59097
978,12.0855
979,11.22944
980,10.06037
981,11.40248
982,17.90032
983,18.78797
984,12.61939
985,14.00606
986,13.80595
987,10.67778
988,15.8631
989,8.08694
990,12.61624
991,12.67077
992,24.64118
993,25.86832
994,15.94017
995,16.19555
996,8.6591
997,9.60499
998,19.42887
999,15.6049
1000,6.44357
